ID,Type,SKU,Name,Tax class,In stock?,Weight (kg),Regular price,Categories,Tags,Shipping class,Images,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 default,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 2 default
31448,variable,GBDCCA22,2-Tier Little Singham Cake,missing,1,,,"All Cakes, Designer Cakes > Cartoon Cakes, Designer Cakes, Designer Cakes > Little Singham Cakes",missing,,https://gurgaonbakers.com/wp-content/uploads/2020/12/2-tier-little-singham-cake.jpg,WEIGHT,"2 Kg, 3 Kg",1.0,1.0,2 Kg,OPTION,"Egg, Eggless",1.0,1.0,Eggless
31451,variation,missing,"2-Tier Little Singham Cake - 3 Kg, Egg",parent,1,3.0,2999.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/11/2-tier-little-singham-cake.jpg,WEIGHT,3 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
31452,variation,missing,"2-Tier Little Singham Cake - 3 Kg, Eggless",parent,1,3.0,2999.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/11/2-tier-little-singham-cake.jpg,WEIGHT,3 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
31453,variable,GBDCNC12,Two - tier  Numbers and Alphabets Cake,missing,1,,,"Birthday Cakes > All Birthday Cakes, All Cakes, Designer Cakes > Alphabet And Number Cakes, Birthday Cakes, Birthday Cakes > Cakes For Kids, Customized Cakes, Designer Cakes","Alphabet cake in Gurgaon, Fondant cake in Gurgaon, Number cake in Gurgaon",,https://gurgaonbakers.com/wp-content/uploads/2020/10/2-tier-numbers-and-alphabets-cake.jpg,WEIGHT,"2 Kg, 3 Kg",1.0,1.0,2 Kg,OPTION,"Egg, Eggless",1.0,1.0,Eggless
31454,variation,missing,"Two - tier  Numbers and Alphabets Cake - 3 Kg, Egg",parent,1,3.0,3499.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/2-tier-numbers-and-alphabets-cake.jpg,WEIGHT,3 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
31455,variation,missing,"Two - tier  Numbers and Alphabets Cake - 3 Kg, Eggless",parent,1,3.0,3499.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/2-tier-numbers-and-alphabets-cake.jpg,WEIGHT,3 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
31458,variable,GBDCUC11,Two-Tiered Unicorn Rosette Cake,missing,1,,,"All Cakes, Designer Cakes, Designer Cakes > Unicorn Cakes",missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/2-tiered-unicorn-rosette-cake.jpg,WEIGHT,"3 Kg, 4 Kg, 5 Kg",1.0,1.0,3 Kg,OPTION,"Egg, Eggless",1.0,1.0,Eggless
31459,variation,missing,"Two-Tiered Unicorn Rosette Cake - 4 Kg, Egg",parent,1,4.0,4199.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/2-tiered-unicorn-rosette-cake.jpg,WEIGHT,4 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
31460,variation,missing,"Two-Tiered Unicorn Rosette Cake - 4 Kg, Eggless",parent,1,4.0,4199.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/2-tiered-unicorn-rosette-cake.jpg,WEIGHT,4 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
31463,variable,GBDCJC13,2D Jungle Cake,missing,1,,,"All Cakes, Designer Cakes, Designer Cakes > Jungle Theme Cakes",missing,,https://gurgaonbakers.com/wp-content/uploads/2020/12/2d-jungle-cake.jpg,WEIGHT,"2 Kg, 3 Kg",1.0,1.0,2 Kg,OPTION,"Egg, Eggless",1.0,1.0,Eggless
31466,variation,missing,"2D Jungle Cake - 3 Kg, Egg",parent,1,3.0,3799.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/2d-jungle-cake.jpg,WEIGHT,3 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
31467,variation,missing,"2D Jungle Cake - 3 Kg, Eggless",parent,1,3.0,3799.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/2d-jungle-cake.jpg,WEIGHT,3 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
31468,variable,GBDCSH00,3-in-1 Superhero Cake,missing,1,,,"All Cakes, Designer Cakes, Designer Cakes > Super Hero Cakes",missing,,https://gurgaonbakers.com/wp-content/uploads/2020/12/3-in-1-superhero-cake_11zon.webp,WEIGHT,"2 Kg, 2.5 Kg, 3 Kg",1.0,1.0,2 Kg,OPTION,"Egg, Eggless",1.0,1.0,Eggless
31469,variation,missing,"3-in-1 Superhero Cake - 2 Kg, Egg",parent,1,2.0,3299.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/3-in-1-superhero-cake.jpg,WEIGHT,2 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
31470,variation,missing,"3-in-1 Superhero Cake - 2 Kg, Eggless",parent,1,2.0,3299.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/3-in-1-superhero-cake.jpg,WEIGHT,2 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
31471,variation,missing,"3-in-1 Superhero Cake - 3 Kg, Egg",parent,1,3.0,4799.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/3-in-1-superhero-cake.jpg,WEIGHT,3 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
31472,variation,missing,"3-in-1 Superhero Cake - 3 Kg, Eggless",parent,1,3.0,4799.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/3-in-1-superhero-cake.jpg,WEIGHT,3 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
31473,variable,GBDCMM15,3-Tier Mickey Mouse Cake,missing,1,,,"All Cakes, Designer Cakes, Designer Cakes > Mickey Cakes",missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/3-tier-mickey-mouse-cake.jpg,WEIGHT,"5 Kg, 6 Kg",1.0,1.0,5 Kg,OPTION,"Egg, Eggless",1.0,1.0,Eggless
31474,variation,missing,"3-Tier Mickey Mouse Cake - 6 Kg, Egg",parent,1,6.0,5999.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/3-tier-mickey-mouse-cake.jpg,WEIGHT,6 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
31475,variation,missing,"3-Tier Mickey Mouse Cake - 6 Kg, Eggless",parent,1,6.0,5999.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/3-tier-mickey-mouse-cake.jpg,WEIGHT,6 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
31480,variable,GBDCNC06,Three Dimensional  Blocks Cake,missing,1,,,"Birthday Cakes > 1st Birthday Cakes, All Cakes, Designer Cakes > Alphabet And Number Cakes, Designer Cakes","Alphabet cake in Gurgaon, Number cake in Gurgaon",,https://gurgaonbakers.com/wp-content/uploads/2020/10/3d-blocks-cake.jpg,WEIGHT,"3 Kg, 4 Kg",1.0,1.0,3 Kg,OPTION,"Egg, Eggless",1.0,1.0,Eggless
31485,variable,GBDCCC00,3D Lightning McQueen Cake,missing,1,,,"All Cakes, Designer Cakes > Cars Cakes, Designer Cakes",missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/3d-lightning-mcqueen-cake.jpg,WEIGHT,"2 Kg, 3 Kg",1.0,1.0,2 Kg,OPTION,"Egg, Eggless",1.0,1.0,Eggless
31486,variation,missing,"3D Lightning McQueen Cake - 2 Kg, Egg",parent,1,2.0,2279.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/3d-lightning-mcqueen-cake.jpg,WEIGHT,2 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
31487,variation,missing,"3D Lightning McQueen Cake - 2 Kg, Eggless",parent,1,2.0,2279.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/3d-lightning-mcqueen-cake.jpg,WEIGHT,2 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
31488,variation,missing,"3D Lightning McQueen Cake - 3 Kg, Egg",parent,1,3.0,3419.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/3d-lightning-mcqueen-cake.jpg,WEIGHT,3 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
31489,variation,missing,"3D Lightning McQueen Cake - 3 Kg, Eggless",parent,1,3.0,3419.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/3d-lightning-mcqueen-cake.jpg,WEIGHT,3 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
31490,variable,GBDCSH18,4-in-1 Superhero Cake,missing,1,,,"All Cakes, Designer Cakes > Captain America Cakes, Designer Cakes, Designer Cakes > Super Hero Cakes",missing,,https://gurgaonbakers.com/wp-content/uploads/2020/12/4-in-1-superhero-cake.jpg,WEIGHT,"3 Kg, 3.5 Kg, 4 Kg",1.0,1.0,3 Kg,OPTION,"Egg, Eggless",1.0,1.0,Eggless
31491,variation,missing,"4-in-1 Superhero Cake - 3 Kg, Egg",parent,1,3.0,4699.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/4-in-1-superhero-cake.jpg,WEIGHT,3 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
31492,variation,missing,"4-in-1 Superhero Cake - 3 Kg, Eggless",parent,1,3.0,4699.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/4-in-1-superhero-cake.jpg,WEIGHT,3 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
31493,variation,missing,"4-in-1 Superhero Cake - 3.5 Kg, Egg",parent,1,3.5,5599.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/4-in-1-superhero-cake.jpg,WEIGHT,3.5 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
31494,variation,missing,"4-in-1 Superhero Cake - 3.5 Kg, Eggless",parent,1,3.5,5599.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/4-in-1-superhero-cake.jpg,WEIGHT,3.5 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
31495,variation,missing,"4-in-1 Superhero Cake - 4 Kg, Egg",parent,1,4.0,6399.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/4-in-1-superhero-cake.jpg,WEIGHT,4 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
31496,variation,missing,"4-in-1 Superhero Cake - 4 Kg, Eggless",parent,1,4.0,6399.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/4-in-1-superhero-cake.jpg,WEIGHT,4 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
31497,variable,GBWDCK15,Berry Merry Wedding Cake,missing,1,,,"All Cakes, Anniversary Cakes > Tier Anniversary Cakes, Wedding Cakes",Wedding Cake in Gurgaon,,https://gurgaonbakers.com/wp-content/uploads/2020/10/a-berry-merry-wedding-cake.jpg,WEIGHT,"11 Kg, 9 Kg",1.0,1.0,9 Kg,OPTION,"Egg, Eggless",1.0,1.0,Eggless
31498,variation,missing,"Berry Merry Wedding Cake - 11 Kg, Egg",parent,1,11.0,13999.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/a-berry-merry-wedding-cake.jpg,WEIGHT,11 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
31499,variation,missing,"Berry Merry Wedding Cake - 11 Kg, Eggless",parent,1,11.0,13999.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/a-berry-merry-wedding-cake.jpg,WEIGHT,11 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
31500,variation,missing,"Berry Merry Wedding Cake - 9 Kg, Egg",parent,1,9.0,11999.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/a-berry-merry-wedding-cake.jpg,WEIGHT,9 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
31501,variation,missing,"Berry Merry Wedding Cake - 9 Kg, Eggless",parent,1,9.0,11999.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/a-berry-merry-wedding-cake.jpg,WEIGHT,9 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
31502,variable,GBBCAl59,Big Pills Birthday Cake,missing,1,,,"Birthday Cakes > All Birthday Cakes, All Cakes, Birthday Cakes, Birthday Cakes > Cakes for Brother, Birthday Cakes > Cakes for Friend",missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/a-big-pills-birthday-cake.jpg,WEIGHT,"0.5 Kg, 1 Kg, 2 Kg",1.0,1.0,0.5 Kg,OPTION,"Egg, Eggless",1.0,1.0,Eggless
31503,variation,missing,"Big Pills Birthday Cake - 1 Kg, Egg",parent,1,1.0,1899.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/a-big-pills-birthday-cake.jpg,WEIGHT,1 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
31504,variation,missing,"Big Pills Birthday Cake - 1 Kg, Eggless",parent,1,1.0,1899.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/a-big-pills-birthday-cake.jpg,WEIGHT,1 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
31505,variation,missing,"Big Pills Birthday Cake - 2 Kg, Egg",parent,1,2.0,3699.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/a-big-pills-birthday-cake.jpg,WEIGHT,2 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
31506,variation,missing,"Big Pills Birthday Cake - 2 Kg, Eggless",parent,1,2.0,3699.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/a-big-pills-birthday-cake.jpg,WEIGHT,2 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
31507,variable,GBCUCK00,A Special Gift Cake,missing,1,,,"All Cakes, Customized Cakes, Cakes for special occasion > Valentine’s Day",Custom Designer cake in Gurgaon,,https://gurgaonbakers.com/wp-content/uploads/2020/11/a-special-gift-cake.jpg,WEIGHT,"1 Kg, 1.5 Kg, 2 Kg",1.0,1.0,1 Kg,OPTION,"Egg, Eggless",1.0,1.0,Eggless
31508,variation,missing,"A Special Gift Cake - 1.5 Kg, Egg",parent,1,1.5,2079.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/11/a-special-gift-cake.jpg,WEIGHT,1.5 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
31509,variation,missing,"A Special Gift Cake - 1.5 Kg, Eggless",parent,1,1.5,2079.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/11/a-special-gift-cake.jpg,WEIGHT,1.5 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
31510,variation,missing,"A Special Gift Cake - 2 Kg, Egg",parent,1,2.0,2599.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/11/a-special-gift-cake.jpg,WEIGHT,2 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
31511,variation,missing,"A Special Gift Cake - 2 Kg, Eggless",parent,1,2.0,2599.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/11/a-special-gift-cake.jpg,WEIGHT,2 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
31514,variable,GBFLMG00,Aam Maharaja Cake,missing,1,,,"All Cakes, Cakes by Flavour, Cakes by Flavour > Mango Cakes",Mango cake in Gurgaon,,https://gurgaonbakers.com/wp-content/uploads/2020/12/aam-maharaja-cake.jpg,WEIGHT,"0.5 Kg, 1 Kg, 1.5 Kg, 2 Kg",1.0,1.0,0.5 Kg,OPTION,"Egg, Eggless",1.0,1.0,Eggless
31515,variation,missing,"Aam Maharaja Cake - 0.5 Kg, Egg",parent,1,0.5,829.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/aam-maharaja-cake.jpg,WEIGHT,0.5 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
31516,variation,missing,"Aam Maharaja Cake - 0.5 Kg, Eggless",parent,1,0.5,829.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/aam-maharaja-cake.jpg,WEIGHT,0.5 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
31517,variation,missing,"Aam Maharaja Cake - 1 Kg, Egg",parent,1,1.0,1559.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/aam-maharaja-cake.jpg,WEIGHT,1 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
31518,variation,missing,"Aam Maharaja Cake - 1 Kg, Eggless",parent,1,1.0,1559.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/aam-maharaja-cake.jpg,WEIGHT,1 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
31519,variation,missing,"Aam Maharaja Cake - 1.5 Kg, Egg",parent,1,1.5,2339.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/aam-maharaja-cake.jpg,WEIGHT,1.5 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
31520,variation,missing,"Aam Maharaja Cake - 1.5 Kg, Eggless",parent,1,1.5,2339.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/aam-maharaja-cake.jpg,WEIGHT,1.5 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
31521,variation,missing,"Aam Maharaja Cake - 2 Kg, Egg",parent,1,2.0,3119.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/aam-maharaja-cake.jpg,WEIGHT,2 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
31522,variation,missing,"Aam Maharaja Cake - 2 Kg, Eggless",parent,1,2.0,3119.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/aam-maharaja-cake.jpg,WEIGHT,2 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
31523,variable,GBDCNC10,Wow! ABC and 123 Cake,missing,1,,,"All Cakes, Designer Cakes > Alphabet And Number Cakes, Designer Cakes, Fondant Cakes","Alphabet cake in Gurgaon, Fondant cake in Gurgaon, Number cake in Gurgaon",,https://gurgaonbakers.com/wp-content/uploads/2020/10/abc-and-123-cake.jpg,WEIGHT,"2 Kg, 2.5 Kg",1.0,1.0,2 Kg,OPTION,"Egg, Eggless",1.0,1.0,Eggless
31524,variation,missing,"Wow! ABC and 123 Cake - 2 Kg, Egg",parent,1,2.0,2499.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/abc-and-123-cake.jpg,WEIGHT,2 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
31525,variation,missing,"Wow! ABC and 123 Cake - 2 Kg, Eggless",parent,1,2.0,2499.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/abc-and-123-cake.jpg,WEIGHT,2 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
31526,variation,missing,"Wow! ABC and 123 Cake - 2.5 Kg, Egg",parent,1,2.5,3099.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/abc-and-123-cake.jpg,WEIGHT,2.5 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
31527,variation,missing,"Wow! ABC and 123 Cake - 2.5 Kg, Eggless",parent,1,2.5,3099.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/abc-and-123-cake.jpg,WEIGHT,2.5 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
31528,variable,GBDCCA20,Action Packed Little Singham cake,missing,1,,,"All Cakes, Designer Cakes > Cartoon Cakes, Designer Cakes, Designer Cakes > Little Singham Cakes",missing,,https://gurgaonbakers.com/wp-content/uploads/2020/12/action-packed-little-singham-cake.jpg,WEIGHT,"2 Kg, 3 Kg",1.0,1.0,2 Kg,OPTION,"Egg, Eggless",1.0,1.0,Eggless
31529,variation,missing,"Action Packed Little Singham cake - 3 Kg, Egg",parent,1,3.0,3699.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/11/action-packed-little-singham-cake.jpg,WEIGHT,3 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
31530,variation,missing,"Action Packed Little Singham cake - 3 Kg, Eggless",parent,1,3.0,3699.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/11/action-packed-little-singham-cake.jpg,WEIGHT,3 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
31533,variable,GBDCFA04,Adios Amigos Cake,missing,1,,,"All Cakes, Designer Cakes, Designer Cakes > Farewell Cakes",missing,,https://gurgaonbakers.com/wp-content/uploads/2020/12/adios-amigos-cake.jpg,WEIGHT,"2 Kg, 2.5 Kg, 3 Kg",1.0,1.0,2 Kg,OPTION,"Egg, Eggless",1.0,1.0,Eggless
31534,variation,missing,"Adios Amigos Cake - 2 Kg, Egg",parent,1,2.0,2799.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/adios-amigos-cake.jpg,WEIGHT,2 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
31535,variation,missing,"Adios Amigos Cake - 2 Kg, Eggless",parent,1,2.0,2799.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/adios-amigos-cake.jpg,WEIGHT,2 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
31536,variation,missing,"Adios Amigos Cake - 2.5 Kg, Egg",parent,1,2.5,3499.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/adios-amigos-cake.jpg,WEIGHT,2.5 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
31537,variation,missing,"Adios Amigos Cake - 2.5 Kg, Eggless",parent,1,2.5,3499.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/adios-amigos-cake.jpg,WEIGHT,2.5 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
31538,variation,missing,"Adios Amigos Cake - 3 Kg, Egg",parent,1,3.0,4099.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/adios-amigos-cake.jpg,WEIGHT,3 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
31539,variation,missing,"Adios Amigos Cake - 3 Kg, Eggless",parent,1,3.0,4099.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/adios-amigos-cake.jpg,WEIGHT,3 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
31540,variable,GBDCBS02,Adorable Blue and Pink Polka Dots Cake,missing,1,,,"All Cakes, Designer Cakes > Baby shower Cakes, Designer Cakes",Baby Shower Cake in Gurgaon,,https://gurgaonbakers.com/wp-content/uploads/2020/11/adorable-blue-and-pink-polka-dots-cake.jpg,WEIGHT,"1 Kg, 1.5 Kg",1.0,1.0,1 Kg,OPTION,"Egg, Eggless",1.0,1.0,Eggless
31541,variation,missing,"Adorable Blue and Pink Polka Dots Cake - 1 Kg, Egg",parent,1,1.0,1649.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/11/adorable-blue-and-pink-polka-dots-cake.jpg,WEIGHT,1 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
31542,variation,missing,"Adorable Blue and Pink Polka Dots Cake - 1 Kg, Eggless",parent,1,1.0,1649.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/11/adorable-blue-and-pink-polka-dots-cake.jpg,WEIGHT,1 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
31543,variation,missing,"Adorable Blue and Pink Polka Dots Cake - 1.5 Kg, Egg",parent,1,1.5,2469.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/11/adorable-blue-and-pink-polka-dots-cake.jpg,WEIGHT,1.5 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
31544,variation,missing,"Adorable Blue and Pink Polka Dots Cake - 1.5 Kg, Eggless",parent,1,1.5,2469.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/11/adorable-blue-and-pink-polka-dots-cake.jpg,WEIGHT,1.5 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
31545,variable,GBDCMM01,Mickey Mouse Adorable Cake,missing,1,,,"All Cakes, Birthday Cakes > Birthday Photo Cakes, Birthday Cakes > Cakes For Kids, Designer Cakes > Cartoon Cakes, Designer Cakes, Designer Cakes > Mickey Cakes, Photo Cakes",Photo cake in Gurgaon,,https://gurgaonbakers.com/wp-content/uploads/2020/10/adorable-mickey-mouse-cake.jpg,WEIGHT,"1 Kg, 1.5 Kg, 2 Kg",1.0,1.0,1 Kg,OPTION,"Egg, Eggless",1.0,1.0,Eggless
31546,variation,missing,"Mickey Mouse Adorable Cake - 1.5 Kg, Egg",parent,1,1.5,1849.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/adorable-mickey-mouse-cake.jpg,WEIGHT,1.5 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
31547,variation,missing,"Mickey Mouse Adorable Cake - 1.5 Kg, Eggless",parent,1,1.5,1849.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/adorable-mickey-mouse-cake.jpg,WEIGHT,1.5 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
31548,variation,missing,"Mickey Mouse Adorable Cake - 2 Kg, Egg",parent,1,2.0,2699.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/adorable-mickey-mouse-cake.jpg,WEIGHT,2 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
31549,variation,missing,"Mickey Mouse Adorable Cake - 2 Kg, Eggless",parent,1,2.0,2699.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/adorable-mickey-mouse-cake.jpg,WEIGHT,2 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
31554,variable,GBDCMN05,Adorable Minion Cake,missing,1,,,"All Cakes, Designer Cakes, Designer Cakes > Minion Cakes",missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/adorable-minion-cake.jpg,WEIGHT,"2 Kg, 3 Kg",1.0,1.0,2 Kg,OPTION,"Egg, Eggless",1.0,1.0,Eggless
31555,variation,missing,"Adorable Minion Cake - 2 Kg, Egg",parent,1,2.0,2499.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/adorable-minion-cake.jpg,WEIGHT,2 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
31556,variation,missing,"Adorable Minion Cake - 2 Kg, Eggless",parent,1,2.0,2499.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/adorable-minion-cake.jpg,WEIGHT,2 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
31557,variation,missing,"Adorable Minion Cake - 3 Kg, Egg",parent,1,3.0,3399.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/adorable-minion-cake.jpg,WEIGHT,3 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
31558,variation,missing,"Adorable Minion Cake - 3 Kg, Eggless",parent,1,3.0,3399.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/adorable-minion-cake.jpg,WEIGHT,3 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
31559,variable,GBDCJC11,Safari in Africa Cake,missing,1,,,"All Cakes, Birthday Cakes > Birthday Photo Cakes, Birthday Cakes > Cakes For Kids, Designer Cakes, Designer Cakes > Jungle Theme Cakes, Photo Cakes",Photo cake in Gurgaon,,https://gurgaonbakers.com/wp-content/uploads/2020/10/african-safari-cake.jpg,WEIGHT,"1 Kg, 2 Kg",1.0,1.0,1 Kg,OPTION,"Egg, Eggless",1.0,1.0,Eggless
31560,variation,missing,"Safari in Africa Cake - 1 Kg, Egg",parent,1,1.0,1699.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/african-safari-cake.jpg,WEIGHT,1 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
