ID,Type,SKU,Name,Tax class,In stock?,Weight (kg),Regular price,Categories,Tags,Shipping class,Images,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 default,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 2 default
31754,variation,missing,"Batman Vs Captain America Cake - 3 Kg, Egg",parent,1,3.0,3919.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/batman-vs-captain-america-cake.jpg,WEIGHT,3 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
31755,variation,missing,"Batman Vs Captain America Cake - 3 Kg, Eggless",parent,1,3.0,3919.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/batman-vs-captain-america-cake.jpg,WEIGHT,3 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
31756,variation,missing,"Batman Vs Captain America Cake - 4 Kg, Egg",parent,1,4.0,5399.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/batman-vs-captain-america-cake.jpg,WEIGHT,4 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
31757,variation,missing,"Batman Vs Captain America Cake - 4 Kg, Eggless",parent,1,4.0,5399.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/batman-vs-captain-america-cake.jpg,WEIGHT,4 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
31758,variable,GBDCSH06,Batman Vs Superman Cake,missing,1,,,"All Cakes, Designer Cakes, Designer Cakes > Super Hero Cakes",missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/batman-vs-superman-cake.jpg,WEIGHT,"4 Kg, 5 Kg",1.0,1.0,4 Kg,OPTION,"Egg, Eggless",1.0,1.0,Eggless
31759,variation,missing,"Batman Vs Superman Cake - 4 Kg, Egg",parent,1,4.0,5899.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/batman-vs-superman-cake.jpg,WEIGHT,4 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
31760,variation,missing,"Batman Vs Superman Cake - 4 Kg, Eggless",parent,1,4.0,5899.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/batman-vs-superman-cake.jpg,WEIGHT,4 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
31761,variation,missing,"Batman Vs Superman Cake - 5 Kg, Egg",parent,1,5.0,7199.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/batman-vs-superman-cake.jpg,WEIGHT,5 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
31762,variation,missing,"Batman Vs Superman Cake - 5 Kg, Eggless",parent,1,5.0,7199.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/batman-vs-superman-cake.jpg,WEIGHT,5 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
31763,variable,GBBCAl07,Cool Beach Party Birthday Cake,missing,1,,,"Birthday Cakes > All Birthday Cakes, All Cakes, Birthday Cakes",missing,,https://gurgaonbakers.com/wp-content/uploads/2020/12/beach-party-birthday-cake.jpg,WEIGHT,"2 Kg, 3 Kg",1.0,1.0,2 Kg,OPTION,"Egg, Eggless",1.0,1.0,Eggless
31764,variation,missing,"Cool Beach Party Birthday Cake - 2 Kg, Egg",parent,1,2.0,2879.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/beach-party-birthday-cake.jpg,WEIGHT,2 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
31765,variation,missing,"Cool Beach Party Birthday Cake - 2 Kg, Eggless",parent,1,2.0,2879.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/beach-party-birthday-cake.jpg,WEIGHT,2 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
31766,variation,missing,"Cool Beach Party Birthday Cake - 3 Kg, Egg",parent,1,3.0,4219.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/beach-party-birthday-cake.jpg,WEIGHT,3 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
31767,variation,missing,"Cool Beach Party Birthday Cake - 3 Kg, Eggless",parent,1,3.0,4219.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/beach-party-birthday-cake.jpg,WEIGHT,3 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
31768,variable,GBFLCC06,Bean Coffee Cake,missing,1,,,"All Cakes, Cakes by Flavour, Cakes by Flavour > Coffee Cakes",Coffee Cake in Gurgaon,,https://gurgaonbakers.com/wp-content/uploads/2020/11/bean-coffee-cake.jpg,WEIGHT,"1.5 Kg, 2 Kg, 2.5 Kg, 3 Kg",1.0,1.0,1.5 Kg,OPTION,"Egg, Eggless",1.0,1.0,Eggless
31769,variation,missing,"Bean Coffee Cake - 1.5 Kg, Egg",parent,1,1.5,2849.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/bean-coffee-cake.jpg,WEIGHT,1.5 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
31770,variation,missing,"Bean Coffee Cake - 1.5 Kg, Eggless",parent,1,1.5,2849.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/bean-coffee-cake.jpg,WEIGHT,1.5 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
31771,variation,missing,"Bean Coffee Cake - 2 Kg, Egg",parent,1,2.0,3799.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/bean-coffee-cake.jpg,WEIGHT,2 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
31772,variation,missing,"Bean Coffee Cake - 2 Kg, Eggless",parent,1,2.0,3799.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/bean-coffee-cake.jpg,WEIGHT,2 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
31773,variation,missing,"Bean Coffee Cake - 2.5 Kg, Egg",parent,1,2.5,4749.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/bean-coffee-cake.jpg,WEIGHT,2.5 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
31774,variation,missing,"Bean Coffee Cake - 2.5 Kg, Eggless",parent,1,2.5,4749.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/bean-coffee-cake.jpg,WEIGHT,2.5 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
31775,variation,missing,"Bean Coffee Cake - 3 Kg, Egg",parent,1,3.0,5599.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/bean-coffee-cake.jpg,WEIGHT,3 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
31776,variation,missing,"Bean Coffee Cake - 3 Kg, Eggless",parent,1,3.0,5599.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/bean-coffee-cake.jpg,WEIGHT,3 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
31777,variable,GBSOWD00,Beautiful & Powerful Women's Day Cake,missing,1,,,"All Cakes, Cakes for special occasion, Cakes for special occasion > Mother's Day, Cakes for special occasion > Women's Day",missing,,https://gurgaonbakers.com/wp-content/uploads/2020/12/beautiful-and-powerful-womens-day-cake-1.jpg,WEIGHT,"1 Kg, 1.5 Kg",1.0,1.0,1 Kg,OPTION,"Egg, Eggless",1.0,1.0,Eggless
31778,variation,missing,"Beautiful & Powerful Women's Day Cake - 1 Kg, Egg",parent,1,1.0,1299.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2021/03/beautiful-and-powerful-womens-day-cake-1.jpg,WEIGHT,1 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
31779,variation,missing,"Beautiful & Powerful Women's Day Cake - 1 Kg, Eggless",parent,1,1.0,1299.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2021/03/beautiful-and-powerful-womens-day-cake-1.jpg,WEIGHT,1 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
31780,variation,missing,"Beautiful & Powerful Women's Day Cake - 1.5 Kg, Egg",parent,1,1.5,1949.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2021/03/beautiful-and-powerful-womens-day-cake-1.jpg,WEIGHT,1.5 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
31781,variation,missing,"Beautiful & Powerful Women's Day Cake - 1.5 Kg, Eggless",parent,1,1.5,1949.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2021/03/beautiful-and-powerful-womens-day-cake-1.jpg,WEIGHT,1.5 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
31782,variable,GBBCAl48,Beautiful Choo Choo Train Birthday Cake,missing,1,,,"All Cakes, Customized Cakes, Fondant Cakes","Custom Designer cake in Gurgaon, Fondant cake in Gurgaon",,https://gurgaonbakers.com/wp-content/uploads/2020/12/beautiful-choo-choo-train-birthday-cake.jpg,WEIGHT,"2 Kg, 3 Kg",1.0,1.0,2 Kg,OPTION,"Egg, Eggless",1.0,1.0,Eggless
31783,variation,missing,"Beautiful Choo Choo Train Birthday Cake - 2 Kg, Egg",parent,1,2.0,3599.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/beautiful-choo-choo-train-birthday-cake.jpg,WEIGHT,2 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
31784,variation,missing,"Beautiful Choo Choo Train Birthday Cake - 2 Kg, Eggless",parent,1,2.0,3599.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/beautiful-choo-choo-train-birthday-cake.jpg,WEIGHT,2 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
31785,variation,missing,"Beautiful Choo Choo Train Birthday Cake - 3 Kg, Egg",parent,1,3.0,4999.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/beautiful-choo-choo-train-birthday-cake.jpg,WEIGHT,3 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
31786,variation,missing,"Beautiful Choo Choo Train Birthday Cake - 3 Kg, Eggless",parent,1,3.0,4999.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/beautiful-choo-choo-train-birthday-cake.jpg,WEIGHT,3 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
31787,variable,GBSOXS01,Beautiful Christmas Ornament Cake,missing,1,,,"All Cakes, Cakes for special occasion, Cakes for special occasion > Christmas",missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/beautiful-christmas-ornament-cake.jpg,WEIGHT,"4 Kg, 5 Kg",1.0,1.0,4 Kg,OPTION,"Egg, Eggless",1.0,1.0,Eggless
31788,variation,missing,"Beautiful Christmas Ornament Cake - 5 Kg, Egg",parent,1,5.0,5899.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/beautiful-christmas-ornament-cake.jpg,WEIGHT,5 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
31789,variation,missing,"Beautiful Christmas Ornament Cake - 5 Kg, Eggless",parent,1,5.0,5899.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/beautiful-christmas-ornament-cake.jpg,WEIGHT,5 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
31790,variation,missing,"Beautiful Christmas Ornament Cake - 4 Kg, Egg",parent,1,4.0,4899.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/beautiful-christmas-ornament-cake.jpg,WEIGHT,4 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
31791,variation,missing,"Beautiful Christmas Ornament Cake - 4 Kg, Eggless",parent,1,4.0,4899.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/beautiful-christmas-ornament-cake.jpg,WEIGHT,4 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
31792,variable,GBANAN00,Bed of Roses Anniversary Cake,missing,1,,,"Anniversary Cakes > 10th Anniversary Cakes, Anniversary Cakes > All Anniversary Cakes, All Cakes, Anniversary Cakes, Anniversary Cakes > Anniversary Cakes For Parents, Anniversary Cakes > Golden Jubilee Anniversary Cakes, Anniversary Cakes > Silver Jubilee Anniversary Cakes, Cakes for special occasion > Valentine’s Day",missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/bed-of-roses-anniversary-cake.jpg,WEIGHT,"1 Kg, 1.5 Kg, 2 Kg",1.0,1.0,1 Kg,OPTION,"Egg, Eggless",1.0,1.0,Eggless
31793,variation,missing,"Bed of Roses Anniversary Cake - 1 Kg, Egg",parent,1,1.0,1659.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/bed-of-roses-anniversary-cake.jpg,WEIGHT,1 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
31794,variation,missing,"Bed of Roses Anniversary Cake - 1 Kg, Eggless",parent,1,1.0,1659.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/bed-of-roses-anniversary-cake.jpg,WEIGHT,1 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
31795,variation,missing,"Bed of Roses Anniversary Cake - 1.5 Kg, Egg",parent,1,1.5,2239.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/bed-of-roses-anniversary-cake.jpg,WEIGHT,1.5 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
31796,variation,missing,"Bed of Roses Anniversary Cake - 1.5 Kg, Eggless",parent,1,1.5,2239.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/bed-of-roses-anniversary-cake.jpg,WEIGHT,1.5 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
31797,variation,missing,"Bed of Roses Anniversary Cake - 2 Kg, Egg",parent,1,2.0,2819.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/bed-of-roses-anniversary-cake.jpg,WEIGHT,2 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
31798,variation,missing,"Bed of Roses Anniversary Cake - 2 Kg, Eggless",parent,1,2.0,2819.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/bed-of-roses-anniversary-cake.jpg,WEIGHT,2 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
31799,variable,GBDCBS11,Bee Baby Shower Cake,missing,1,,,"All Cakes, Designer Cakes > Baby shower Cakes, Designer Cakes",Baby Shower Cake in Gurgaon,,https://gurgaonbakers.com/wp-content/uploads/2020/12/bee-baby-shower-cake.jpg,WEIGHT,"1 Kg, 1.5 Kg, 2 Kg",1.0,1.0,1 Kg,OPTION,"Egg, Eggless",1.0,1.0,Eggless
31800,variation,missing,"Bee Baby Shower Cake - 1.5 Kg, Egg",parent,1,1.5,2099.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/11/bee-baby-shower-cake.jpg,WEIGHT,1.5 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
31801,variation,missing,"Bee Baby Shower Cake - 1.5 Kg, Eggless",parent,1,1.5,2099.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/11/bee-baby-shower-cake.jpg,WEIGHT,1.5 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
31802,variation,missing,"Bee Baby Shower Cake - 2 Kg, Egg",parent,1,2.0,2749.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/11/bee-baby-shower-cake.jpg,WEIGHT,2 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
31803,variation,missing,"Bee Baby Shower Cake - 2 Kg, Eggless",parent,1,2.0,2749.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/11/bee-baby-shower-cake.jpg,WEIGHT,2 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
31804,variable,GBWDCK12,Bejewelled 3 Tier Wedding Cake Trio,missing,1,,,"All Cakes, Anniversary Cakes > Tier Anniversary Cakes, Wedding Cakes",Wedding Cake in Gurgaon,,https://gurgaonbakers.com/wp-content/uploads/2020/10/bejewelled-wedding-cake-trio.jpg,WEIGHT,"7 Kg, 8 Kg",1.0,1.0,7 Kg,OPTION,"Egg, Eggless",1.0,1.0,Eggless
31805,variation,missing,"Bejewelled 3 Tier Wedding Cake Trio - 7 Kg, Egg",parent,1,7.0,7999.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/bejewelled-wedding-cake-trio.jpg,WEIGHT,7 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
31806,variation,missing,"Bejewelled 3 Tier Wedding Cake Trio - 7 Kg, Eggless",parent,1,7.0,7999.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/bejewelled-wedding-cake-trio.jpg,WEIGHT,7 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
31809,variable,GBFLBB01,Berry Love Cake,missing,1,,,"All Cakes, Cakes by Flavour > Blueberry Cakes, Cakes by Flavour, Birthday Cakes > Cakes for Friend, Birthday Cakes > Cakes For Her, Birthday Cakes > Cakes for Him, Birthday Cakes > Cakes for Mother, Designer Cakes > Dripping Cakes",Blueberry Cake in Gurgaon,,https://gurgaonbakers.com/wp-content/uploads/2020/10/berry-love-cake.jpg,WEIGHT,"0.5 Kg, 1 Kg, 1.5 Kg, 2 Kg",1.0,1.0,0.5 Kg,OPTION,"Egg, Eggless",1.0,1.0,Eggless
31810,variation,missing,"Berry Love Cake - 0.5 Kg, Egg",parent,1,0.5,599.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/berry-love-cake.jpg,WEIGHT,0.5 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
31811,variation,missing,"Berry Love Cake - 0.5 Kg, Eggless",parent,1,0.5,599.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/berry-love-cake.jpg,WEIGHT,0.5 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
31812,variation,missing,"Berry Love Cake - 1 Kg, Egg",parent,1,1.0,1109.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/berry-love-cake.jpg,WEIGHT,1 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
31813,variation,missing,"Berry Love Cake - 1 Kg, Eggless",parent,1,1.0,1109.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/berry-love-cake.jpg,WEIGHT,1 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
31814,variation,missing,"Berry Love Cake - 1.5 Kg, Egg",parent,1,1.5,1559.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/berry-love-cake.jpg,WEIGHT,1.5 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
31815,variation,missing,"Berry Love Cake - 1.5 Kg, Eggless",parent,1,1.5,1559.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/berry-love-cake.jpg,WEIGHT,1.5 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
31816,variation,missing,"Berry Love Cake - 2 Kg, Egg",parent,1,2.0,1949.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/berry-love-cake.jpg,WEIGHT,2 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
31817,variation,missing,"Berry Love Cake - 2 Kg, Eggless",parent,1,2.0,1949.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/berry-love-cake.jpg,WEIGHT,2 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
31818,variable,GBFLBB05,Berrylicious Punch,missing,1,,,"All Cakes, Cakes by Flavour > Blueberry Cakes, Cakes by Flavour",Blueberry Cake in Gurgaon,,https://gurgaonbakers.com/wp-content/uploads/2020/10/berrylicious-punch.jpg,WEIGHT,"0.5 Kg, 1 Kg, 1.5 Kg, 2 Kg",1.0,1.0,0.5 Kg,OPTION,"Egg, Eggless",1.0,1.0,Eggless
31819,variation,missing,"Berrylicious Punch - 0.5 Kg, Egg",parent,1,0.5,749.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/berrylicious-punch.jpg,WEIGHT,0.5 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
31820,variation,missing,"Berrylicious Punch - 0.5 Kg, Eggless",parent,1,0.5,749.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/berrylicious-punch.jpg,WEIGHT,0.5 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
31821,variation,missing,"Berrylicious Punch - 1 Kg, Egg",parent,1,1.0,1399.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/berrylicious-punch.jpg,WEIGHT,1 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
31822,variation,missing,"Berrylicious Punch - 1 Kg, Eggless",parent,1,1.0,1399.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/berrylicious-punch.jpg,WEIGHT,1 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
31823,variation,missing,"Berrylicious Punch - 1.5 Kg, Egg",parent,1,1.5,2099.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/berrylicious-punch.jpg,WEIGHT,1.5 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
31824,variation,missing,"Berrylicious Punch - 1.5 Kg, Eggless",parent,1,1.5,2099.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/berrylicious-punch.jpg,WEIGHT,1.5 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
31825,variation,missing,"Berrylicious Punch - 2 Kg, Egg",parent,1,2.0,2799.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/berrylicious-punch.jpg,WEIGHT,2 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
31826,variation,missing,"Berrylicious Punch - 2 Kg, Eggless",parent,1,2.0,2799.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/berrylicious-punch.jpg,WEIGHT,2 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
31827,variable,GBFLCH24,Best of Both Worlds Cake,missing,1,,,"Anniversary Cakes > 1st Anniversary Cakes, Anniversary Cakes > All Anniversary Cakes, Birthday Cakes > All Birthday Cakes, All Cakes, Anniversary Cakes, Anniversary Cakes > Anniversary Cakes For Parents, Birthday Cakes, Cakes by Flavour, Birthday Cakes > Cakes for Brother, Birthday Cakes > Cakes for Father, Birthday Cakes > Cakes for Friend, Birthday Cakes > Cakes For Her, Birthday Cakes > Cakes for Him, Birthday Cakes > Cakes for Mother, Birthday Cakes > Cakes for Sister, Cakes for special occasion > Children's Day, Cakes by Flavour > Choco marble Cakes, Cakes by Flavour > Chocolate Cakes, Midnight cake delivery in Gurgaon",Choco marble cake in Gurgaon,,https://gurgaonbakers.com/wp-content/uploads/2020/11/best-of-both-worlds-cake.jpg,WEIGHT,"0.5 Kg, 1 Kg, 1.5 Kg, 2 Kg",1.0,1.0,0.5 Kg,OPTION,"Egg, Eggless",1.0,1.0,Eggless
31828,variation,missing,"Best of Both Worlds Cake - 0.5 Kg, Egg",parent,1,0.5,519.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/11/best-of-both-worlds-cake.jpg,WEIGHT,0.5 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
31829,variation,missing,"Best of Both Worlds Cake - 0.5 Kg, Eggless",parent,1,0.5,519.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/11/best-of-both-worlds-cake.jpg,WEIGHT,0.5 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
31830,variation,missing,"Best of Both Worlds Cake - 1 Kg, Egg",parent,1,1.0,959.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/11/best-of-both-worlds-cake.jpg,WEIGHT,1 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
31831,variation,missing,"Best of Both Worlds Cake - 1 Kg, Eggless",parent,1,1.0,959.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/11/best-of-both-worlds-cake.jpg,WEIGHT,1 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
31832,variation,missing,"Best of Both Worlds Cake - 1.5 Kg, Egg",parent,1,1.5,1349.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/11/best-of-both-worlds-cake.jpg,WEIGHT,1.5 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
31833,variation,missing,"Best of Both Worlds Cake - 1.5 Kg, Eggless",parent,1,1.5,1349.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/11/best-of-both-worlds-cake.jpg,WEIGHT,1.5 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
31834,variation,missing,"Best of Both Worlds Cake - 2 Kg, Egg",parent,1,2.0,1689.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/11/best-of-both-worlds-cake.jpg,WEIGHT,2 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
31835,variation,missing,"Best of Both Worlds Cake - 2 Kg, Eggless",parent,1,2.0,1689.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/11/best-of-both-worlds-cake.jpg,WEIGHT,2 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
31836,variable,GBSOTD00,Best Teacher Ever Cake,missing,1,,,"All Cakes, Cakes for special occasion, Cakes for special occasion > Teacher's Day",missing,,https://gurgaonbakers.com/wp-content/uploads/2020/12/best-teacher-ever-cake.jpg,WEIGHT,"1 Kg, 1.5 Kg",1.0,1.0,1 Kg,OPTION,"Egg, Eggless",1.0,1.0,Eggless
31837,variation,missing,"Best Teacher Ever Cake - 1 Kg, Egg",parent,1,1.0,1399.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/best-teacher-ever-cake.jpg,WEIGHT,1 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
31838,variation,missing,"Best Teacher Ever Cake - 1 Kg, Eggless",parent,1,1.0,1399.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/best-teacher-ever-cake.jpg,WEIGHT,1 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
31839,variation,missing,"Best Teacher Ever Cake - 1.5 Kg, Egg",parent,1,1.5,1999.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/best-teacher-ever-cake.jpg,WEIGHT,1.5 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
31840,variation,missing,"Best Teacher Ever Cake - 1.5 Kg, Eggless",parent,1,1.5,1999.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/best-teacher-ever-cake.jpg,WEIGHT,1.5 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
31841,variable,GBFLRV10,Best-Selling Valentine's Day Cake,missing,1,,,"Anniversary Cakes > 10th Anniversary Cakes, Anniversary Cakes > 1st Anniversary Cakes, Anniversary Cakes > All Anniversary Cakes, All Cakes, Anniversary Cakes > Anniversary Cakes For Parents, Cakes by Flavour, Cakes by Flavour > Red Velvet Cakes, Cakes for special occasion > Valentine’s Day",Red Velvet Cake in Gurgaon,,https://gurgaonbakers.com/wp-content/uploads/2020/10/best-selling-valentines-day-cake.jpg,WEIGHT,"1 Kg, 1.5 Kg, 2 Kg",1.0,1.0,1 Kg,OPTION,"Egg, Eggless",1.0,1.0,Eggless
31842,variation,missing,"Best-Selling Valentine's Day Cake - 1 Kg, Egg",parent,1,1.0,1999.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/best-selling-valentines-day-cake.jpg,WEIGHT,1 Kg,,1.0,missing,OPTION,Egg,,1.0,missing
31843,variation,missing,"Best-Selling Valentine's Day Cake - 1 Kg, Eggless",parent,1,1.0,1999.0,missing,missing,,https://gurgaonbakers.com/wp-content/uploads/2020/10/best-selling-valentines-day-cake.jpg,WEIGHT,1 Kg,,1.0,missing,OPTION,Eggless,,1.0,missing
